h3_index,poi_category,poi_count,count_poi_types,poi_type_list,poi_list
8826645215fffff,civic_community,2,1,"place_of_worship, place_of_worship","Messiah Lutheran Church, Saint Symphorosa's Roman Catholic Church"
8826645215fffff,education,1,1,school,Saint Symphorosa School
8826645215fffff,finance,1,1,bank,Byline Bank
8826645215fffff,food_drink,1,1,fast_food,Dunkin'
8826645215fffff,grocery,1,1,convenience,7-Eleven
8826645215fffff,health,1,1,pharmacy,Walgreens
8826645217fffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Baptist Revival Center, Wesleyan Missionary Church, Clearing United Methodist Church"
8826645217fffff,education,1,1,school,Wesleyan Missionary Academy
8826645217fffff,nightlife,1,1,bar,The Twisted Shamrock
8826645217fffff,shopping,2,2,"mobile_phone, variety_store","Boost Mobile, Family Dollar"
8826645219fffff,food_drink,3,2,"restaurant, fast_food, fast_food","The Orange Line, Camden Food Co., Dunkin' Express"
8826645219fffff,shopping,1,1,newsagent,Hudson News
882664521bfffff,automotive,1,1,car_repair,Valvoline
882664521bfffff,civic_community,1,1,information,Chicago Midway International Airport
882664521bfffff,food_drink,5,2,"fast_food, fast_food, fast_food, restaurant, fast_food","Subway, White Castle, AV Anthony's, Giordano's Pizzeria, Burger King"
882664521bfffff,shopping,2,2,"mobile_phone, variety_store","Boost Mobile, Continental Sales “Lots 4 Less”"
882664521bfffff,transport,1,1,fuel,
8826645223fffff,civic_community,1,1,social_facility,Senior Suites Garfield Ridge
8826645223fffff,food_drink,1,1,fast_food,Beefy's
8826645223fffff,grocery,1,1,bakery,Oak Mill Bakery
8826645223fffff,services,1,1,storage_rental,Public Storage
8826645223fffff,shopping,1,1,mobile_phone,Boost Mobile
8826645229fffff,automotive,1,1,car_wash,Jet Brite Car Wash
882664522bfffff,civic_community,1,1,social_centre,"American Legion, Post 735, Argo-Summit"
882664522bfffff,entertainment,1,1,events_venue,Banquets at the Mayor's Mansion
882664522bfffff,finance,1,1,bank,Byline Bank
882664522bfffff,food_drink,14,5,"cafe, restaurant, fast_food, fast_food, ice_cream, fast_food, fast_food, fast_food, restaurant, fast_food, chocolate, fast_food, fast_food, fast_food","A Cup of Joe, Ash GastroPub, Domino's, Little Caesars, Baskin-Robbins, Taco Burrito King, Big 4 Chop Suey, Subway, Healthy Substance, Triano's Pizza, Fannie May, Dunkin', Potbelly, Taco Bell"
882664522bfffff,grocery,3,3,"convenience, supermarket, bakery","BP Shop, Aldi, Weber's Bakery"
882664522bfffff,health,2,2,"clinic, pharmacy","Nordica Medical Center, Walgreens"
882664522bfffff,lodging,1,1,motel,Rainbow Motel
882664522bfffff,nightlife,2,2,"bar, pub","Lawlor's Bar, El Patron"
882664522bfffff,services,1,1,hairdresser,Great Clips
882664522bfffff,shopping,2,2,"mobile_phone, doityourself","T-Mobile, Southwest Ace Hardware"
882664522bfffff,transport,2,2,"fuel, bus_station","BP, Archer & Neva Terminal"
8826645231fffff,education,2,2,"library, kindergarten","Clearing Branch Library, Blair Early Childhood Center"
8826645231fffff,entertainment,1,1,events_venue,Juanitas Restaurant Banquet Hall
8826645231fffff,food_drink,1,1,restaurant,Stunod's Pizzeria
8826645231fffff,grocery,1,1,convenience,7-Eleven
8826645231fffff,shopping,1,1,charity,The Salvation Army
8826645231fffff,transport,1,1,bus_station,Narragansett & 63rd Place Terminal
8826645235fffff,civic_community,1,1,place_of_worship,Saint Rene Roman Catholic Church
8826645235fffff,education,2,1,"school, school","Saint Rene School, John C. Dore Elementary School"
8826645239fffff,education,1,1,school,Hale Elementary School
8826645239fffff,grocery,1,1,supermarket,Fair Share Foods
882664523bfffff,finance,2,1,"bank, bank","Chicago Patrolmen's Federal Credit Union, BMO"
882664523bfffff,food_drink,2,2,"restaurant, ice_cream","New Warsaw 🇵🇱, La Michoacana"
882664523bfffff,grocery,1,1,bakery,Acapulco Bakery
882664523bfffff,health,1,1,clinic,Fresenius Kidney Care
882664523bfffff,shopping,2,2,"mobile_phone, hardware","Metro by T-Mobile, Clear Ridge True Value Hardware"
882664523dfffff,education,1,1,kindergarten,Dore Early Childhood Center
8826645251fffff,automotive,1,1,car,Rocket Auto Sales
8826645251fffff,civic_community,2,1,"place_of_worship, place_of_worship","Iglesia Menonita Cristiana, Our Lady of the Snows Rectory"
8826645251fffff,education,1,1,school,Edwards Center For Young Learners
8826645251fffff,health,1,1,pharmacy,Walgreens
8826645251fffff,lodging,1,1,motel,Skylark Motel
8826645251fffff,nightlife,1,1,bar,Bohica Bar & Grill
8826645251fffff,shopping,1,1,cannabis,Midway Dispensary
8826645251fffff,transport,1,1,bicycle_rental,Lawler Ave & 50th St
8826645253fffff,civic_community,3,1,"information, information, information","Chicago Midway International Airport, Chicago Midway International Airport, Chicago Midway International Airport"
8826645253fffff,finance,1,1,payment_centre,Booting Payment Center
8826645255fffff,education,1,1,school,Mark Twain Elementary School
8826645257fffff,automotive,1,1,car_repair,A-OK Automotive Collison Center
8826645257fffff,civic_community,2,2,"place_of_worship, social_centre","Saint Camillus Roman Catholic Church, Rhine VFW Post 2729"
8826645257fffff,education,2,1,"school, school",Saint Camillus School
8826645257fffff,finance,2,1,"bank, bank","Archer Bank, Chase"
8826645257fffff,food_drink,3,3,"cafe, fast_food, restaurant","Cafe Two07, Wendy's, Orion Restaurant"
8826645257fffff,grocery,2,2,"supermarket, convenience","Shop & Save Market, Mobil Mart"
8826645257fffff,nightlife,1,1,pub,Sammy’s
8826645257fffff,services,2,2,"beauty, post_office","K's Nails, Clearing Post Office"
8826645257fffff,shopping,1,1,florist,
8826645257fffff,transport,9,2,"car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, car_rental, fuel","Dollar Car Rental, Avis, Enterprise, Thrifty, Hertz, Budget, National, Alamo, Mobil"
8826645259fffff,automotive,5,3,"car_repair, car_parts, car_wash, car_parts, car_parts","Lara Auto Service 2, O'Reilly Auto Parts, NAPA Auto Parts, AutoZone"
8826645259fffff,civic_community,1,1,social_facility,Cicero Senior Lofts
8826645259fffff,education,1,1,school,Hearst Elementary School
8826645259fffff,entertainment,1,1,events_venue,Los Amantes Banquet Hall
8826645259fffff,finance,1,1,pawnbroker,Cash America Pawn
8826645259fffff,food_drink,5,2,"fast_food, fast_food, cafe, fast_food, fast_food","Subway, Dunkin', Starbucks, McDonald's, Taco Bell"
8826645259fffff,grocery,4,1,"convenience, convenience, convenience, convenience","BP Shop, Mobil Mart, BP Shop, Shell"
8826645259fffff,lodging,1,1,motel,Cicero Motel
8826645259fffff,services,2,2,"beauty, storage_rental","e'Nails, U-Haul"
8826645259fffff,transport,5,2,"bicycle_rental, fuel, fuel, fuel, fuel","Lavergne Ave & 46th St, BP, Mobil, BP, Shell"
882664525bfffff,automotive,3,1,"car_repair, car_repair, car_repair","Archer Knox Auto Rebuilders, Goodyear, Midas"
882664525bfffff,civic_community,2,1,"place_of_worship, place_of_worship","Beautiful Saviour Evangelical Lutheran Church, Saint Richard Catholic Church"
882664525bfffff,education,1,1,school,Saint Richard School
882664525bfffff,finance,1,1,money_transfer,Western Union
882664525bfffff,food_drink,4,3,"restaurant, fast_food, cafe, fast_food","Beggars Pizza, Popeyes, Starbucks, George's"
882664525bfffff,grocery,1,1,convenience,Tiger Mart
882664525bfffff,nightlife,1,1,bar,Angie’s Bar & Sunset Inn
882664525bfffff,shopping,5,3,"variety_store, mobile_phone, mobile_phone, variety_store, chemist","Dollar Tree, Cricket Wireless, Boost Mobile, Family Dollar, Walgreens"
882664525bfffff,transport,3,3,"bicycle_rental, fuel, car_rental","Kenneth Ave & 50th St, Exxon, Hertz"
882664525dfffff,civic_community,3,3,"place_of_worship, social_facility, community_centre","Our Lady of the Snows, Midway Pointe Senior Living, The Salvation Army Midway Citadel Corps Community Center"
882664525dfffff,education,2,1,"school, school",Our Lady of the Snows School
8826645281fffff,automotive,1,1,car_parts,AutoZone
8826645281fffff,shopping,2,2,"clothes, party","Catherines, Party City"
8826645281fffff,transport,2,1,"car_rental, car_rental","Avis, Budget"
8826645283fffff,civic_community,1,1,place_of_worship,Golgotha Lutheran Church
8826645283fffff,education,1,1,school,Golgotha Early Childhood Center
8826645283fffff,finance,1,1,money_transfer,Western Union
8826645283fffff,grocery,1,1,supermarket,Aldi
8826645283fffff,health,1,1,pharmacy,CVS Pharmacy
8826645283fffff,lodging,1,1,motel,Aloha Motel
8826645289fffff,automotive,1,1,car_parts,O'Reilly Auto Parts
8826645289fffff,finance,2,2,"atm, bank",Chase
8826645289fffff,food_drink,8,2,"fast_food, fast_food, fast_food, ice_cream, fast_food, fast_food, fast_food, fast_food","Little Caesars, Subway, Wingstop, Baskin-Robbins, Arby's, Dunkin', Wendy's, Chick-fil-A"
8826645289fffff,leisure_sports,1,1,video_games,GameStop
8826645289fffff,lodging,1,1,motel,Saratoga Motel
8826645289fffff,shopping,5,4,"furniture, mobile_phone, mobile_phone, clothes, doityourself","Aaron's, Metro by T-Mobile, Boost Mobile, Avenue, Lowe's"
882664528bfffff,civic_community,1,1,place_of_worship,Saint Bede the Venerable Church
882664528bfffff,education,1,1,school,Saint Bede School
882664528bfffff,transport,1,1,bicycle_rental,Scottsdale Park
8826645299fffff,food_drink,2,2,"ice_cream, fast_food","Baskin-Robbins, Dunkin'"
882664529dfffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Hometown Christian Church Disciplines of Christ, Saint Peter's Evangelical Lutheran Church"
882664529dfffff,education,1,1,school,Durkin Park Elementary School
882664529dfffff,transport,1,1,bicycle_rental,Kildare Ave & 85th St
88266452c3fffff,entertainment,1,1,cinema,AMC Ford City 14
88266452c3fffff,food_drink,1,1,cafe,O’s Donuts and Cafe
88266452c3fffff,grocery,1,1,bakery,Lady Di’s Bakery
88266452c3fffff,shopping,4,3,"department_store, shoes, department_store, mall","JCPenney, Foot Locker, Ross, Ford City Mall"
88266452c7fffff,food_drink,4,3,"cafe, fast_food, restaurant, fast_food","Sweet Honey Tea, Chipotle, IHOP, Potbelly"
88266452c7fffff,lodging,1,1,hotel,Holiday Inn LXG Midway Airport
88266452c7fffff,shopping,6,5,"bed, department_store, variety_store, clothes, clothes, shoes","Mattress Firm, Marshalls, Five Below, Old Navy, Citi Trends, Famous Footwear"
88266452c9fffff,automotive,1,1,car_repair,Auto Repair Classroom
88266452c9fffff,grocery,1,1,convenience,Marathon
88266452c9fffff,services,2,2,"laundry, post_office","Wash Smart Lavanderia, Southwest Carrier Annex"
88266452c9fffff,transport,1,1,fuel,Marathon
88266452cbfffff,civic_community,1,1,social_facility,ICH-1
88266452cbfffff,food_drink,2,2,"restaurant, fast_food","Buffet City, Burger King"
88266452cbfffff,grocery,1,1,bakery,Jessica’s Bakery
88266452cbfffff,health,2,2,"clinic, pharmacy","DaVita Dialysis, Walgreens"
88266452cbfffff,shopping,4,4,"variety_store, mobile_phone, second_hand, chemist","Dollar Tree, Metro by T-Mobile, Family Thrift Store, Walgreens"
88266452cbfffff,transport,1,1,bicycle_rental,Springfield Ave & 71st St
88266452cdfffff,education,1,1,school,Mariano Azuela Elementary School
88266452cdfffff,food_drink,6,2,"fast_food, fast_food, restaurant, fast_food, fast_food, fast_food","McDonald's, Dunkin', Lou Malnati's Pizzeria, Taco Bell, Panda Express, Culver's"
88266452d1fffff,civic_community,1,1,place_of_worship,First Christian Church of Chicago
88266452d1fffff,education,2,1,"school, school","Dawes Elementary School, Bogan High School"
88266452d1fffff,grocery,1,1,convenience,Citgo
88266452d1fffff,services,1,1,post_office,Ashburn Post Office
88266452d1fffff,shopping,1,1,variety_store,Dollar Tree
88266452d1fffff,transport,2,2,"bicycle_rental, fuel","Springfield Ave & 80th St, Citgo"
88266452d3fffff,civic_community,5,2,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility","Ashburn Lutheran Church, Ashburn Baptist Church, Masjid Al Muhajireen, Ashburn United Methodist Church"
88266452d3fffff,education,2,1,"school, school","Ashburn Community Area Academy, Ashburn Lutheran School"
88266452d3fffff,transport,1,1,bicycle_rental,Columbus Ave & 83rd Pl
88266452d5fffff,education,2,2,"school, library","Adlai E. Stevenson Elementary School, Scottsdale Branch Library"
88266452d5fffff,finance,1,1,bank,Republic Bank of Chicago
88266452d7fffff,automotive,1,1,car_wash,Mobil
88266452d7fffff,food_drink,3,2,"restaurant, restaurant, fast_food","Vito & Nick's Pizzeria, Angie's, McDonald's"
88266452d7fffff,grocery,2,1,"convenience, convenience","Citgo, Mobil Mart"
88266452d7fffff,services,1,1,laundry,Smart Wash
88266452d7fffff,shopping,1,1,variety_store,Family Dollar
88266452d7fffff,transport,3,2,"bicycle_rental, fuel, fuel","Pulaski Rd & 84th St, Citgo, Mobil"
88266452d9fffff,education,2,1,"school, school","Sarah E. Goode STEM Academy, Lionel Hampton Fine & Performing Arts School"
88266452dbfffff,automotive,2,2,"car_repair, car_parts","Caliber Collision, AutoZone"
88266452dbfffff,civic_community,2,2,"social_facility, fire_station","New Foundation Of Hope Inc, Chicago Fire Department Engine Company 15"
88266452dbfffff,education,2,1,"school, school","Southwest School of Business, Owen Scholastic Academy"
88266452dbfffff,food_drink,1,1,fast_food,Burger King
88266452dbfffff,grocery,1,1,convenience,Citgo
88266452dbfffff,nightlife,1,1,bar,Smoke Filled Room
88266452dbfffff,transport,2,2,"bicycle_rental, fuel","Columbus Ave & 79th St, Citgo"
88266452ddfffff,civic_community,1,1,fire_station,Chicago Fire Department Engine Company 64
88266452ddfffff,education,1,1,college,Richard J. Daley College
88266452ddfffff,transport,1,1,bicycle_rental,Pulaski Rd & 75th St
8826645601fffff,civic_community,3,1,"place_of_worship, place_of_worship, place_of_worship","Pure in Heart Missionary Baptist Church, Christian Covenant Baptist Church, Tabernacle of Zion of the Apostolic Faith"
8826645601fffff,education,1,1,school,Alex Haley Academy
8826645601fffff,transport,1,1,bicycle_rental,Eggleston Ave & 115th St
8826645603fffff,civic_community,7,3,"place_of_worship, place_of_worship, fire_station, place_of_worship, place_of_worship, social_centre, place_of_worship","Greater Canaan Missionary Baptist Church, Children Giving Light To A Dark World Spirtual Church, Chicago Fire Department Engine Company 75, Greater Zion Chapel, West Pullman Church of God, Major Charles L. Hunt VFW Post 2024, Greater Canaan Baptist Church"
8826645603fffff,food_drink,1,1,fast_food,Sharks Fish & Chicken
8826645605fffff,automotive,2,2,"car_repair, car_parts","Valvoline, AutoZone"
8826645605fffff,civic_community,1,1,place_of_worship,Sheldon Heights Church of Christ
8826645605fffff,food_drink,6,2,"fast_food, ice_cream, fast_food, fast_food, fast_food, fast_food","Subway, Baskin-Robbins, Popeyes, McDonald's, Dunkin', Wendy's"
8826645605fffff,grocery,3,2,"supermarket, convenience, convenience","Aldi, Citgo, Mobil Mart"
8826645605fffff,health,2,2,"pharmacy, clinic","Walgreens, Planned Parenthood - Roseland Health Center"
8826645605fffff,shopping,3,2,"mobile_phone, mobile_phone, clothes","Cricket Wireless, Metro by T-Mobile, DTLR"
8826645605fffff,transport,3,2,"bicycle_rental, fuel, fuel","Major Taylor Trail & 115th St, Citgo, Mobil"
8826645607fffff,civic_community,11,2,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, social_facility, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","House of Prayer Missionary Baptist Church, Zion Missionary Baptist Church, House of Prayer Temple Church of God in Christ, Home Mission Pentecostal Tabernacle Church, Holy Trinity Community Church, Community Assistance Programs, Aimwell Missionary Baptist Church, Saint Catherine of Genoa Roman Catholic Church, Christian Reformed Apostolic Church, Christ Fellowship Church, New Vision of Faith Ministries"
8826645607fffff,education,4,2,"school, school, school, library","Assumption Blessed Virgin Mary-Saint Catherine of Genoa School, Saint Catherine School, Bunnyland Developmental Day Care Center, West Pullman Branch Library"
8826645607fffff,finance,3,2,"money_transfer, bank, money_transfer","Western Union, Chase, 119th & Halsted Currency Exchange"
8826645607fffff,shopping,2,2,"variety_store, clothes","Family Dollar, Citi Trends"
8826645607fffff,transport,1,1,bicycle_rental,Halsted St & 119th St
8826645609fffff,automotive,1,1,car_parts,O'Reilly Auto Parts
8826645609fffff,civic_community,10,1,"place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship, place_of_worship","Mary Magdalene Missionary Baptist Church, Greater New Jerusalem Missionary Baptist Church, Jehovahs Witnesses Roseland Unit, Greater House of God, House of Inspiration Church of God in Christ, Roseland Bible Church, Roseland Free Christian Center, Roseland Presbyterian Church, Starlight Saint James Missionary Baptist Church, Christ Temple Cathedral Church of Christ Holiness"
8826645609fffff,education,1,1,school,Saint Nicholas School
8826645609fffff,finance,1,1,bank,Self-Help Federal Credit Union
8826645609fffff,food_drink,3,2,"fast_food, fast_food, restaurant","Subway, Baba's Steak & Lemonade, Pepe's Mexican Restaurant"
8826645609fffff,grocery,2,2,"bakery, convenience","Old Fashioned Donuts, Citgo"
8826645609fffff,health,3,3,"clinic, pharmacy, hospital","Fresenius Kidney Care, Roseland Pharmacy, Roseland Community Hospital"
8826645609fffff,services,1,1,post_office,Roseland Post Office
8826645609fffff,shopping,1,1,variety_store,Dollar General
8826645609fffff,transport,3,2,"bicycle_rental, fuel, fuel","Wentworth Ave & 111th St, Super Save, Citgo"
